epoch_id,title,method_family,layer,verdict,bucket,bucket_source,dichotomy_side,licence_effect,la_touched,plan_hash,completed,artifact_paths
EPOCH-045,Accounting-intensity: numeral-density as a document-class discriminant (site-controlled),F14,L2/L3,"ACCOUNTING_UNDERPOWERED (cross-site conjunct): global numeral-density differs strongly by document class (Kruskal p=1e-14) AND survives within-Haghia-Triada control (p=3e-8), BUT only 1 site (HT) has >=2 support classes with >=10 inscriptions, so within-site cross-site robustness cannot be certified (>=2 sites needed).",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-045/plan_hash.txt,2026-07-09,epochs/EPOCH-045/prereg.md; epochs/EPOCH-045/plan_hash.txt; epochs/EPOCH-045/machinery.py; epochs/EPOCH-045/result.json; reports/EPOCH045_REPORT.md
EPOCH-046,Word-length distribution shape / generative process (geometric vs templatic),F15,L2/L3,"WORD_LENGTH_INCONCLUSIVE (strict classification): LA word-length is MONOTONE-DECREASING (mode=1) so NOT templatic-peaked, but the strict geometric model is rejected (GoF p=1.8e-12, heavy tail: rare 16- & 19-sign words), so neither clean model fits => INCONCLUSIVE. Direction is clear though (see scope).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-046/plan_hash.txt,2026-07-09,epochs/EPOCH-046/prereg.md; epochs/EPOCH-046/plan_hash.txt; epochs/EPOCH-046/machinery.py; epochs/EPOCH-046/result.json; reports/EPOCH046_REPORT.md
EPOCH-047,"Held-out predictability of the document token-type grammar (Markov vs unigram, site-blocked)",F16,L2/L3,"DOC_GRAMMAR_PREDICTIVE_HELDOUT (all frozen conjuncts TRUE, orchestrator-verified): PC passed AND global CV improvement 1.01 bits/token significant (perm p .005) AND site-blocked held-out improvement >0 in ALL 9/9 unseen sites.",SITE_LOCAL,heuristic,,none,True,see epochs/EPOCH-047/plan_hash.txt,2026-07-09,epochs/EPOCH-047/prereg.md; epochs/EPOCH-047/plan_hash.txt; epochs/EPOCH-047/machinery.py; epochs/EPOCH-047/result.json; reports/EPOCH047_REPORT.md
EPOCH-048,Sign-level held-out redundancy / entropy rate (is LA sign output language-like?),F16,L2/L3,"SIGN_SEQUENCE_NEAR_RANDOM (mechanical) — but COORDINATOR-REFRAMED as SPARSITY-UNDERPOWERED (see scope). A held-out first-order sign-Markov model underperforms unigram on LA, but this is because LA's SHORT WORDS (mode 1, ~0.84 bigrams/word) + LARGE VOCAB (259) make the bigram model untrainable held-out — NOT because LA sign sequences lack structure.",OTHER,heuristic,,none,True,see epochs/EPOCH-048/plan_hash.txt,2026-07-09,epochs/EPOCH-048/prereg.md; epochs/EPOCH-048/plan_hash.txt; epochs/EPOCH-048/machinery.py; epochs/EPOCH-048/result.json; reports/EPOCH048_REPORT.md
EPOCH-049,"Inscription-level sign co-occurrence (document-topic association), degree-preserving null",F17,L2/L3,"DOCUMENT_TOPIC_COOCCURRENCE_CROSS_SITE (mechanical) — COORDINATOR-DOWNGRADED. Met via >=2 sites (HT+Khania) + LOO-survives, BUT the held-out replication is 0.05, so it is NOT a shared cross-site topic system (see scope).",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-049/plan_hash.txt,2026-07-09,epochs/EPOCH-049/prereg.md; epochs/EPOCH-049/plan_hash.txt; epochs/EPOCH-049/machinery.py; epochs/EPOCH-049/result.json; reports/EPOCH049_REPORT.md
EPOCH-050,A-prefix continuation selectivity (is A- a selectional/grammatical prefix or free?),F4,L2/L3,"A_PREFIX_SELECTIONAL_CROSS_SITE (mechanical: global H<null AND >=2 sites restricted AND LOO-survives) — with an HONEST SCOPE CAVEAT (below): A- has genuine but WEAK, GENERIC continuation restriction.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-050/plan_hash.txt,2026-07-09,epochs/EPOCH-050/prereg.md; epochs/EPOCH-050/plan_hash.txt; epochs/EPOCH-050/machinery.py; epochs/EPOCH-050/result.json; reports/EPOCH050_REPORT.md
EPOCH-051,A-heading x accounting-intensity interaction (does A-heading independently mark document function?),F10,L2/L3,"A_HEADING_FUNCTION_SITE_LOCAL: A-headed documents are globally numeral-SPARSE (0.199 vs 0.307, p=0.0001) BUT the effect WEAKENS to non-significance under confound control (within-Tablet p=0.076, within-HT p=0.30), and only 1 site is testable. The A-heading does NOT independently mark accounting function beyond the document-class/site confound.",SITE_LOCAL,heuristic,,none,True,see epochs/EPOCH-051/plan_hash.txt,2026-07-09,epochs/EPOCH-051/prereg.md; epochs/EPOCH-051/plan_hash.txt; epochs/EPOCH-051/machinery.py; epochs/EPOCH-051/result.json; reports/EPOCH051_REPORT.md
EPOCH-052,Zipf/Heaps statistical signature (is LA output statistically language-like?),F18,L2/L3,"MACHINERY_UNINFORMATIVE — the Zipf/Heaps diagnostic cannot distinguish LA-as-language from random (uniform-random also produces a negative Zipf slope), so it provides ZERO discriminating evidence about whether LA is language-like. Correct fail-closed (a non-discriminating test yields no verdict).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-052/plan_hash.txt,2026-07-09,epochs/EPOCH-052/prereg.md; epochs/EPOCH-052/plan_hash.txt; epochs/EPOCH-052/machinery.py; epochs/EPOCH-052/result.json; reports/EPOCH052_REPORT.md
EPOCH-053,"Ledger entry-word vocabulary restriction (is there a commodity lexicon?), size-matched TTR/entropy",F8,L2/L3,"NO_ENTRY_WORD_LEXICON_RESTRICTION: ledger entry-words (words preceding numerals = counted items) are NOT drawn from a more restricted/repetitive vocabulary than non-entry words (size-matched, permutation p=0.97, direction mixed, cross-site inconsistent). No detectable COMMODITY LEXICON at the word-form level.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-053/plan_hash.txt,2026-07-09,epochs/EPOCH-053/prereg.md; epochs/EPOCH-053/plan_hash.txt; epochs/EPOCH-053/machinery.py; epochs/EPOCH-053/result.json; reports/EPOCH053_REPORT.md
EPOCH-054,Benford's law on LA numeral magnitudes (are these genuine accounting quantities?),F14,L2/L3,"NUMERALS_BENFORD_DEVIANT (mechanical) — but INTERPRETED as EXPECTED for small bounded counts, NOT evidence of fabrication (see scope). Deviance is corpus-wide (DEVIANT at HT/Zakros/Khania/Phaistos; the 2 CONSISTENT sites are underpowered n~31-33).",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-054/plan_hash.txt,2026-07-09,epochs/EPOCH-054/prereg.md; epochs/EPOCH-054/plan_hash.txt; epochs/EPOCH-054/machinery.py; epochs/EPOCH-054/result.json; reports/EPOCH054_REPORT.md
EPOCH-055,"Numeral magnitude (accounting scale) by document class, site-controlled",F14,L2/L3,SCALE_UNDERPOWERED (mechanical) — frozen-rule precedence places UNDERPOWERED ahead of NO_DIFFERENCE because the site-controlled test cannot be performed (0 testable sites); the raw global comparison is itself non-significant (p=0.866).,SITE_LOCAL,heuristic,,none,True,see epochs/EPOCH-055/plan_hash.txt,2026-07-09,epochs/EPOCH-055/prereg.md; epochs/EPOCH-055/plan_hash.txt; epochs/EPOCH-055/machinery.py; epochs/EPOCH-055/result.json; reports/EPOCH055_REPORT.md
EPOCH-056,Dual sign-class induction (is the LA script distributionally logo-syllabic?),F15,L2,"DUAL_SIGN_CLASS_CROSS_SITE_ROBUST (mechanical, all 4 frozen conditions met) — but banked with HONEST SCOPE DOWNGRADE (see scope): the GLOBAL partition is strong and real; the numeral-adjacency discrimination (p=0.044) and the CROSS-SITE replication (ARI 0.095) are both WEAK legs.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-056/plan_hash.txt,2026-07-09,epochs/EPOCH-056/prereg.md; epochs/EPOCH-056/plan_hash.txt; epochs/EPOCH-056/machinery.py; epochs/EPOCH-056/result.json; reports/EPOCH056_REPORT.md
EPOCH-057,The explicit divider ('div') token's structural role (lexical separator vs entry boundary),F16,L2,"DIV_LEXICAL_SEPARATOR_CROSS_SITE (mechanical, all frozen conditions met, independently verified) — a genuinely strong positive: the divider is a systematic lexical WORD-separator that AVOIDS splitting a word from its numeral.",POSITIVE_RELATIVE,heuristic,,none,True,see epochs/EPOCH-057/plan_hash.txt,2026-07-09,epochs/EPOCH-057/prereg.md; epochs/EPOCH-057/plan_hash.txt; epochs/EPOCH-057/machinery.py; epochs/EPOCH-057/result.json; reports/EPOCH057_REPORT.md
EPOCH-058,"Unsupervised document typology (is a doc-type system recoverable from structure, cross-site?)",F17,L2,"DOC_TYPOLOGY_SITE_LOCAL (mechanical, independently verified) — structural document types exist globally (silhouette 0.345, perm p=0.002) and are NOT merely the support label (support-ARI 0.39<0.5), BUT the typology does NOT transfer across sites (train-HT/apply-Khania ARI -0.10, not beyond null).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-058/plan_hash.txt,2026-07-09,epochs/EPOCH-058/prereg.md; epochs/EPOCH-058/plan_hash.txt; epochs/EPOCH-058/machinery.py; epochs/EPOCH-058/result.json; reports/EPOCH058_REPORT.md
EPOCH-059,Cross-site sub-lexical sharing (shared sign-bigram inventory beyond shared signs?),F18,L2,"NO_SHARED_SUBLEXICAL_BEYOND_SIGNS (COORDINATOR-CORRECTED; supersedes GLM's SHARED_SUBLEXICAL_INVENTORY_CROSS_SITE). Under a CORRECT per-site unigram-preserving null, cross-site sign-bigram recurrence (96) is NOT above chance (null 87, p=0.09) and trigram recurrence is BELOW chance — the overlap is fully explained by the shared single-sign frequencies (E036).",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-059/plan_hash.txt,2026-07-09,epochs/EPOCH-059/prereg.md; epochs/EPOCH-059/plan_hash.txt; epochs/EPOCH-059/machinery.py; epochs/EPOCH-059/result.json; reports/EPOCH059_REPORT.md
EPOCH-060,"Metrological/logographic ledger entry template (logogram->num, fraction-terminal)",F19,L2,"METRO_LOGO_ENTRY_TEMPLATE_CROSS_SITE (mechanical, independently verified incl. both nulls) — a STRONG cross-site positive on a NEW channel (the corpus 'other' tokens: logograms + fraction system), significant on BOTH legs in ALL 3 testable sites.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-060/plan_hash.txt,2026-07-09,epochs/EPOCH-060/prereg.md; epochs/EPOCH-060/plan_hash.txt; epochs/EPOCH-060/machinery.py; epochs/EPOCH-060/result.json; reports/EPOCH060_REPORT.md
EPOCH-061,Is the frequent standalone sign (U+1076B) a systematic line-isolated document marker?,F19,L2,"STANDALONE_MARKER_CROSS_SITE (mechanical, independently verified incl. null) — the most frequent 'other' sign U+1076B is a systematic LINE-ISOLATED document marker (occupies its own line 91% vs ~20% null), across ALL 5 testable sites, LOO-robust.",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-061/plan_hash.txt,2026-07-09,epochs/EPOCH-061/prereg.md; epochs/EPOCH-061/plan_hash.txt; epochs/EPOCH-061/machinery.py; epochs/EPOCH-061/result.json; reports/EPOCH061_REPORT.md
EPOCH-062,Is the standalone marker (U+1076B) document-PERIPHERAL (heading/colophon) vs interior separator?,F19,L2,"MARKER_DOCUMENT_PERIPHERAL_CROSS_SITE (mechanical, independently verified incl. reconstructed null) — the standalone marker U+1076B (E061) is systematically DOCUMENT-PERIPHERAL: it occupies the FIRST or LAST content-line 69% of the time vs 38% under the within-inscription line-shuffle null (p=0), enriched at BOTH poles (heading 0.286 vs 0.191 p=0; colophon 0.405 vs 0.191 p=0 — colophon the stronge",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-062/plan_hash.txt,2026-07-09,epochs/EPOCH-062/prereg.md; epochs/EPOCH-062/plan_hash.txt; epochs/EPOCH-062/machinery.py; epochs/EPOCH-062/result.json; reports/EPOCH062_REPORT.md
EPOCH-063,Is LA's standalone-marker inventory POSITION-DIFFERENTIATED? (U+1076B peripheral vs U+2014 interior),F19,L2,"MARKER_SYSTEM_POSITION_DIFFERENTIATED (mechanical, independently verified incl. all three reconstructed nulls) — Linear A's standalone line-isolated marker inventory is POSITION-DIFFERENTIATED: M1 (U+1076B) brackets document ENDS (peripheral 0.691, E062) while M2 (em-dash U+2014) marks the INTERIOR (peripheral 0.115 vs 0.298 null p_deplete<=0.002; 88.5% interior; heading rate 0.0 vs 0.148 null p_d",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-063/plan_hash.txt,2026-07-09,epochs/EPOCH-063/prereg.md; epochs/EPOCH-063/plan_hash.txt; epochs/EPOCH-063/machinery.py; epochs/EPOCH-063/result.json; reports/EPOCH063_REPORT.md
EPOCH-064,"Is word-INITIAL entropy concentration (prefixing typology, E027 global) CROSS-SITE ROBUST?",F20,L3,"INITIAL_CONCENTRATION_CROSS_SITE_ROBUST (mechanical, independently verified incl. reconstructed null) — Linear A's word-INITIAL sign slot is significantly MORE concentrated (lower entropy) than the word-FINAL slot, GLOBALLY (A=+0.223 bits vs ~0 null, p=0.0005) AND CROSS-SITE: 5-6/10 testable sites individually significant same-direction (A>0), survives leave-one-site-out on the dominant site (HT, ",BOUNDED_NEGATIVE,heuristic,,none,True,see epochs/EPOCH-064/plan_hash.txt,2026-07-09,epochs/EPOCH-064/prereg.md; epochs/EPOCH-064/plan_hash.txt; epochs/EPOCH-064/machinery.py; epochs/EPOCH-064/result.json; reports/EPOCH064_REPORT.md
EPOCH-065,"Is word-length a SITE REGISTER (site-local) beyond document class, or functionally invariant?",F21,L2,"WORDLEN_SITE_REGISTER (mechanical, independently verified incl. reconstructed stratified null) — CONTROLLING for document class, Linear A word-length still carries a significant residual SITE effect (stratified combined KW H=89.6, perm p=0; all 3 testable classes individually significant). Word-length is a SITE-LOCAL scribal REGISTER, not fully determined by document function.",SITE_LOCAL,field,SITE_LOCAL,none,True,see epochs/EPOCH-065/plan_hash.txt,2026-07-09,epochs/EPOCH-065/prereg.md; epochs/EPOCH-065/plan_hash.txt; epochs/EPOCH-065/machinery.py; epochs/EPOCH-065/result.json; reports/EPOCH065_REPORT.md
EPOCH-066,"Within Tablets, does numeral magnitude (accounting scale) vary by SITE — general register or one-site-driven?",F21,L2,"ACCOUNTING_SCALE_SITE_LOCAL (mechanical, independently verified incl. reconstructed null + LOO) — within the Tablet class, Linear A numeral magnitude (accounting scale) differs strongly by SITE (KW H=45.07 vs ~4 null, perm p=0.0002), and the effect is GENERAL: it survives every single-site leave-one-out drop (perm p=0.0002 each), including dropping the dominant site HT (79% of numerals; H=33.74) a",SITE_LOCAL,field,SITE_LOCAL,none,True,see epochs/EPOCH-066/plan_hash.txt,2026-07-09,epochs/EPOCH-066/prereg.md; epochs/EPOCH-066/plan_hash.txt; epochs/EPOCH-066/machinery.py; epochs/EPOCH-066/result.json; reports/EPOCH066_REPORT.md
EPOCH-067,How deep is word-initial concentration? Single prefix slot vs depth-2 (pos1 also concentrated)?,F20,L3,"CONCENTRATION_DEPTH_2 (mechanical, frozen rule met + independently verified) — Linear A word-initial concentration extends to a SECOND slot: position 1 is significantly concentrated beyond the within-word-shuffle null GLOBALLY (A1=0.233 bits, perm p=0.0005), with a monotone decaying gradient A0=0.375 > A1=0.233 > A2=0.128 (all significant) — a prefix-ZONE that decays inward from the word edge, not",POSITIVE_RELATIVE,field,SHARED_GLOBAL_PARTIAL_CROSS_SITE,none,True,see epochs/EPOCH-067/plan_hash.txt,2026-07-09,epochs/EPOCH-067/prereg.md; epochs/EPOCH-067/plan_hash.txt; epochs/EPOCH-067/machinery.py; epochs/EPOCH-067/result.json; reports/EPOCH067_REPORT.md
EPOCH-068,Is the A-prefixed vocabulary MORE cross-site-shared than frequency-matched non-A vocabulary?,F20,L3,"A_MARKED_VOCAB_MORE_SHARED (mechanical, independently verified incl. reconstructed frequency-matched null + power gate) — Linear A word-forms that begin with the A-prefix slot are cross-site-shared at 0.6875 (11/16 informative types) vs 0.3217 (46/143) for FREQUENCY-MATCHED non-A forms; D=+0.371, stratified perm p=0.0072 (power=1.0). The A-marked sub-vocabulary is significantly LESS site-local tha",POSITIVE_RELATIVE,field,SHARED_CROSS_SITE,none,True,see epochs/EPOCH-068/plan_hash.txt,2026-07-09,epochs/EPOCH-068/prereg.md; epochs/EPOCH-068/plan_hash.txt; epochs/EPOCH-068/machinery.py; epochs/EPOCH-068/result.json; reports/EPOCH068_REPORT.md
EPOCH-069,"Are entry-INITIAL words longer than entry-internal words (name-then-modifiers), cross-site, beyond the A-prefix?",F19,L2,"ENTRY_INITIAL_WORD_LONGER_CROSS_SITE (mechanical, independently verified incl. reconstructed null + A-exclusion) — Linear A ledger entries open with a LONGER word: entry-initial words average 2.55 signs vs 1.76 for entry-internal words (diff=0.79, ~11 SDs above a within-line word-order shuffle null, perm p=0.0005). The effect is CROSS-SITE (all 3 testable sites significant same direction: HT 1.11,",POSITIVE_RELATIVE,field,SHARED_CROSS_SITE,none,True,see epochs/EPOCH-069/plan_hash.txt,2026-07-09,epochs/EPOCH-069/prereg.md; epochs/EPOCH-069/plan_hash.txt; epochs/EPOCH-069/machinery.py; epochs/EPOCH-069/result.json; reports/EPOCH069_REPORT.md
EPOCH-070,What do fractions attach to (num->frac metrological vs word->frac)? Cross-site template or site-local?,F19,L2,"FRAC_ATTACHMENT_SITE_LOCAL (mechanical, independently verified incl. nulls + site contrast) — the token-class a Linear A fraction ATTACHES TO (what immediately precedes it) is a SITE convention, not a uniform cross-site metrological template. Haghia Triada attaches fractions to NUMERALS at R_num=0.479 (metrological 'N and a fraction', enriched vs null 0.163) while Khania attaches them overwhelming",SITE_LOCAL,field,SITE_LOCAL,none,True,see epochs/EPOCH-070/plan_hash.txt,2026-07-09,epochs/EPOCH-070/prereg.md; epochs/EPOCH-070/plan_hash.txt; epochs/EPOCH-070/machinery.py; epochs/EPOCH-070/result.json; reports/EPOCH070_REPORT.md
EPOCH-071,"Does the LIBATION (stone-vessel) corpus have a cross-site formula beyond frequency, unlike site-local admin vocab?",F22,L3,"LIBATION_FORMULA_SITE_LOCAL_LIKE_ADMIN (mechanical, independently verified) — at the INDIVIDUAL-WORD-FORM level, the libation (stone-vessel) corpus does NOT recur cross-site beyond word-form frequency + site-size: S_obs=20 sits BELOW its reassignment null (ratio 0.6-0.8, perm p≈1). The famous recurring forms (A-TA-I-*301-WA-JA 5 sites, SI-RU-TE 5, I-PI-NA-MA 5, JA-SA-SA-RA-ME 4, U-NA-KA-NA-SI 3) a",SITE_LOCAL,field,SITE_LOCAL,none,True,see epochs/EPOCH-071/plan_hash.txt,2026-07-09,epochs/EPOCH-071/prereg.md; epochs/EPOCH-071/plan_hash.txt; epochs/EPOCH-071/machinery.py; epochs/EPOCH-071/result.json; reports/EPOCH071_REPORT.md
EPOCH-072,"Does the LIBATION formula recur as an ORDERED sequence (shared canonical order) across sites, beyond a within-inscription order-shuffle null? (E071 successor: vocabulary was freque",F22,L3,"LIBATION_FORMULA_ORDERED_SEQUENCE_CROSS_SITE (mechanical, independently verified) — the libation (stone-vessel) word-forms appear in a PERFECTLY CONSISTENT canonical relative ORDER that is SHARED ACROSS SITES: all 13 testable form-pairs and all 10 cross-site pairs (spanning up to 4 sites) have order-consistency 1.000, decisively beyond a within-inscription word-order shuffle null (C_glob 1.0 vs 0.",POSITIVE_RELATIVE,field,CROSS_SITE,none,True,see epochs/EPOCH-072/plan_hash.txt,2026-07-09,epochs/EPOCH-072/prereg.md; epochs/EPOCH-072/plan_hash.txt; epochs/EPOCH-072/machinery.py; epochs/EPOCH-072/result.json; reports/EPOCH072_REPORT.md
EPOCH-073,"GENRE CONTRAST — is a rigid canonical within-inscription word-ORDER a general LA feature, or LIBATION-specific? (control for E072: apply the order-consistency machinery to the ADMI",F22,L3,"ADMIN_ORDER_WEAKER_THAN_LIBATION (mechanical, independently verified) — administrative (Tablet/Nodule/Roundel) texts have a WEAK-but-real within-inscription word-order preference (C_glob=0.839 vs shuffle null 0.745, perm p=0.0015; NOT bag-of-words), but it is significantly LESS rigid than the libation formula's perfectly-consistent canonical order (admin bootstrap upper 0.887 << libation 1.000, de",POSITIVE_RELATIVE,field,GENRE_GRADED,none,True,see epochs/EPOCH-073/plan_hash.txt,2026-07-09,epochs/EPOCH-073/prereg.md; epochs/EPOCH-073/plan_hash.txt; epochs/EPOCH-073/machinery.py; epochs/EPOCH-073/result.json; reports/EPOCH073_REPORT.md
EPOCH-074,"CROSS-GENRE LEXICON PARTITION vs the GENRE-SITE CONFOUND — is the striking libation/admin lexicon partition a GENRE effect, or E071's SITE-locality re-expressed? (guilty-until-prov",F22,L3,"GENRE_SITE_CONFOUNDED_UNDERDETERMINED (mechanical, independently verified) — the libation/admin lexicon partition is STRIKING globally (20 shared forms vs frequency-preserving null ~69, p_below~0, Jaccard 0.024) BUT it COLLAPSES under site control (site-stratified null 21.5 ~ observed 20, p_below_sitestrat=0.26): once each form's find-site is held fixed and only genre may vary within a site, NO re",SITE_LOCAL,field,SITE_LOCAL,none,True,see epochs/EPOCH-074/plan_hash.txt,2026-07-09,epochs/EPOCH-074/prereg.md; epochs/EPOCH-074/plan_hash.txt; epochs/EPOCH-074/machinery.py; epochs/EPOCH-074/result.json; reports/EPOCH074_REPORT.md
EPOCH-075,"HARDEN the E072 libation-order cross-site positive — does the canonical order survive leave-one-SITE-out and leave-the-HUB-inscription-out, or is its cross-site breadth concentrati",F22,L3,"LIBATION_ORDER_CROSS_SITE_QUALIFIED (mechanical, independently verified) — E072 is a REAL but NARROW cross-site positive. The canonical libation order signal is GENUINE and robust (survives EVERY leave-one-site-out incl. the hub site Iouktas at the power floor, and survives dropping the hub inscription IOZa2 alone; C_cross stays 1.0 in every powered leave-out — it NEVER collapses toward the null).",POSITIVE_RELATIVE,field,CROSS_SITE,none,True,see epochs/EPOCH-075/plan_hash.txt,2026-07-09,epochs/EPOCH-075/prereg.md; epochs/EPOCH-075/plan_hash.txt; epochs/EPOCH-075/machinery.py; epochs/EPOCH-075/result.json; reports/EPOCH075_REPORT.md
EPOCH-076,FIRST SPATIAL epoch (new modality: SigLA per-glyph bounding boxes) — is normalized glyph SIZE a shared cross-site graphic convention (like the E036 frequency fingerprint) or site-l,F23_SPATIAL,L2,"GLYPH_SIZE_SHARED_CROSS_SITE (mechanical, independently verified) — a sign's normalized glyph SIZE (within-document z-scored log bbox-area) is a SHARED cross-site graphic property: all 5 testable site-pairs among the 5 big sites show large positive correlation of per-sign size profiles (r 0.70-0.85, median 0.79; perm_p ≤ 0.0016 vs a sign-label-shuffle null over 5000 draws). Glyph size follows the ",POSITIVE_RELATIVE,field,CROSS_SITE,none,True,see epochs/EPOCH-076/plan_hash.txt,2026-07-09,epochs/EPOCH-076/prereg.md; epochs/EPOCH-076/plan_hash.txt; epochs/EPOCH-076/machinery.py; epochs/EPOCH-076/result.json; reports/EPOCH076_REPORT.md
EPOCH-077,"SPATIAL — does glyph SIZE carry POSITIONAL information (document-initial prominence / heading marker), or is it purely a per-sign property? (successor to E076)",F23_SPATIAL,L2,"SPATIAL_SIZE_POSITION_SITE_LOCAL (mechanical, independently verified) — glyph SIZE does NOT mark document-initial prominence CROSS-SITE: global D_init=-0.057 (initial glyph slightly SMALLER, not larger), one-sided initial-larger p=0.814 (not significant). Only 1 of 5 sites (Haghia Triada, D_init=+0.148, p=0.048 borderline) trends initial-larger; the other four trend initial-smaller. The positional",SITE_LOCAL,field,SITE_LOCAL,none,True,see epochs/EPOCH-077/plan_hash.txt,2026-07-09,epochs/EPOCH-077/prereg.md; epochs/EPOCH-077/plan_hash.txt; epochs/EPOCH-077/machinery.py; epochs/EPOCH-077/result.json; reports/EPOCH077_REPORT.md
